Molecule_ID,library_tag,Standardized_Molecule_Smiles,Standardized_Molecule_InChIKey,IsInBSCpaper,BSC_name,IC50 (uM)_BSC,PIC50_BSC,IsInGHDDI,parameter_GHDDI,value_GHDDI,unit_GHDDI,PX_GHDDI,Target_name_GHDDI,IsInIntegrity,Min Value_Integrity,PIC50_Integrity,Source_Integrity,Mechanism of Action,IsInGostar,GVK_ID_Gostar,reference_Gostar,source_Gostar,std_activity_type_Gostar,standard_uom_Gostar,activity_value_Gostar,PIC50_Gostar,Binder,References COVID-19,activity COVID-19,pIC50 COVID-19,pIC50>6,pIC50>5
1671,virtual,CC(C)C[C@H](NC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)OCc3ccccc3)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C(=O)C(=O)NC(C)C,GCYUVLWAEVVUEN-MCEBTLFFSA-N,no,,,,yes,IC50,"0,61",µM,"6,21",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],yes,"6,1E-07","6,21","Prior, A.M.; Kim, Y.; Weerasekara, S.; Moroze, M.; Alliston, K.R.; Uy, R.A.; Groutas, W.C.; Chang, K.O.; Hua, D.H.",3C-Like Protease (SARS-CoV),yes,122278508,"Bioorg. Med. Chem. Lett., 2013, 23 (23), 6317-6320",SARS CORONAVIRUS,IC50,uM,"0,61","6,21",,,,,yes,yes
1672,virtual,CC(C)C[C@H](NC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)OCc3ccccc3)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C=O,UULYLRNRQOWCOR-ZHTHUIBPSA-N,no,,,,yes,IC50,"0,23",µM,"6,64",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],yes,"2,3E-07","6,64","Prior, A.M.; Kim, Y.; Weerasekara, S.; Moroze, M.; Alliston, K.R.; Uy, R.A.; Groutas, W.C.; Chang, K.O.; Hua, D.H.",3C-Like Protease (SARS-CoV),yes,122278504,"Bioorg. Med. Chem. Lett., 2013, 23 (23), 6317-6320",SARS CORONAVIRUS,IC50,uM,"0,23","6,64",,,,,yes,yes
1673,virtual,NC(=O)c1ccc2N(Cc3ccc4ccccc4c3)C(=O)C(=Nc5ccc(cc5)[N+](=O)[O-])c2c1,GBGYKNDVKFNUKB-UHFFFAOYSA-N,no,,,,no,,,,,,yes,"4,7E-05","4,33",Isatin derivative and its use,3C-Like Protease (SARS-CoV),no,,,,,,,,NON COVALENT,,,,no,no
1674,virtual,Cc1ccc(cc1)\N=C/2\C(=O)N(Cc3ccc4ccccc4c3)c5ccc(cc25)C(=O)N,UZBWWMCMXDJVIB-XLVZBRSZSA-N,no,,,,no,,,,,,yes,3E-05,"4,52",Isatin derivative and its use,3C-Like Protease (SARS-CoV),no,,,,,,,,NON COVALENT,,,,no,no
1675,virtual,NC(=O)c1ccc2N(Cc3ccc4ccccc4c3)C(=O)\C(=N\c5ccccc5)\c2c1,GFEGLHIPKPWYFM-ZZIIXHQDSA-N,no,,,,no,,,,,,yes,"2,5E-05","4,60",Isatin derivative and its use,3C-Like Protease (SARS-CoV),no,,,,,,,,NON COVALENT,,,,no,no
1676,virtual,COc1ccc(cc1)\N=C/2\C(=O)N(Cc3ccc4ccccc4c3)c5ccc(cc25)C(=O)N,RUJYOFKRFCMAEE-XLVZBRSZSA-N,no,,,,no,,,,,,yes,"1,7E-05","4,77",Isatin derivative and its use,3C-Like Protease (SARS-CoV),no,,,,,,,,NON COVALENT,,,,no,no
1677,virtual,O=C(N1CCCC1)c2ccc3N(Cc4ccccc4)C(=O)C(=O)c3c2,VCOSFOBPDCQTQJ-UHFFFAOYSA-N,no,,,,no,,,,,,yes,"2,293E-05","4,64",Having an inhibitory effect of SARS coronavirus main proteinase of isatin-5-amide inhibitor,3C-Like Protease (SARS-CoV),no,,,,,,,,NON COVALENT,,,,no,no
1678,virtual,CN1C(=O)C(=O)c2cc(ccc12)C(=O)N3CCOCC3,OTKOUGYSPDRVGM-UHFFFAOYSA-N,no,,,,no,,,,,,yes,"3,642E-05","4,44",Having an inhibitory effect of SARS coronavirus main proteinase of isatin-5-amide inhibitor,3C-Like Protease (SARS-CoV),no,,,,,,,,NON COVALENT,,,,no,no
1679,virtual,CC1CCN(CC1)C(=O)c2ccc3N(Cc4ccc5ccccc5c4)C(=O)C(=O)c3c2,TWRMSEQXGVXEPF-UHFFFAOYSA-N,no,,,,no,,,,,,yes,"1,973E-05","4,70",Having an inhibitory effect of SARS coronavirus main proteinase of isatin-5-amide inhibitor,3C-Like Protease (SARS-CoV),no,,,,,,,,NON COVALENT,,,,no,no
1680,virtual,COc1ncccc1c2ccc(cc2)N(Cc3ccsc3)C(=O)Cn4nnc5ccccc45,NGIZLVDUIAGJQR-UHFFFAOYSA-N,yes,17c_0.70uM,"0,7","6,15",yes,IC50,"0,7",µM,"6,15",3CLpro (3-chymotrypsin-like protease) [SARS coronavirus],yes,7E-07,"6,15","Turlington, M.; Chun, A.; Tomar, S.; et al.",3C-Like Protease (SARS-CoV),yes,122254917,"Bioorg. Med. Chem. Lett., 2013, 23 (22), 6172-6177",SARS CORONAVIRUS,IC50,uM,"0,7","6,15",NON COVALENT,,,,yes,yes
1681,virtual,O=C(Cn1nnc2ccccc12)N(Cc3ccsc3)c4ccc(cc4)c5ccccc5,BRLBTOJQLXGOHO-UHFFFAOYSA-N,yes,17a_0.051uM,"0,051","7,29",yes,IC50,"0,051",µM,"7,29",3CLpro (3-chymotrypsin-like protease) [SARS coronavirus],yes,"5,1E-08","7,29","Turlington, M.; Chun, A.; Tomar, S.; et al.",3C-Like Protease (SARS-CoV),yes,122254915,"Bioorg. Med. Chem. Lett., 2013, 23 (22), 6172-6177",SARS CORONAVIRUS,IC50,uM,"0,051","7,29",NON COVALENT,,,,yes,yes
1682,virtual,O=C(Cn1nnc2ccccc12)N(Cc3ccsc3)c4ccc(NC(=O)C5CC5)cc4,OCKMJWOFMCSMEX-UHFFFAOYSA-N,yes,16e_4.1uM,"4,1","5,39",yes,IC50,"4,1",µM,"5,39",3CLpro (3-chymotrypsin-like protease) [SARS coronavirus],yes,"4,11E-06","5,39","Turlington, M.; Chun, A.; Tomar, S.; et al.",3C-Like Protease (SARS-CoV),yes,122254909,"Bioorg. Med. Chem. Lett., 2013, 23 (22), 6172-6177",SARS CORONAVIRUS,IC50,uM,"4,1","5,39",NON COVALENT,,,,no,yes
1683,virtual,COc1ccccc1NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)c3nc4ccccc4s3,FHKJMYCHKVBRQO-NYVOZVTQSA-N,no,,,,yes,Ki (inhibition constant),"0,33",µM,"6,48",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],yes,"3,3E-07","6,48","Thanigaimalai, P.; Konno, S.; Yamamoto, T.; et al.",3C-Like Protease (SARS-CoV),yes,121890136,"Eur. J. Med. Chem., 2013, 65 (), 436-447",CORONA VIRUS,Ki,uM,"0,33","6,48",,,,,yes,yes
1684,virtual,COc1cccc(NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)c3nc4ccccc4s3)c1,REYMLCFMQQQRLG-TZYHBYERSA-N,no,,,,yes,Ki (inhibition constant),"0,39",µM,"6,41",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],yes,"3,9E-07","6,41","Thanigaimalai, P.; Konno, S.; Yamamoto, T.; et al.",3C-Like Protease (SARS-CoV),yes,121890135,"Eur. J. Med. Chem., 2013, 65 (), 436-447",CORONA VIRUS,Ki,uM,"0,39","6,41",,,,,yes,yes
1685,virtual,CC(C)C[C@@H]1NC(=O)[C@H](Cc2cn(CCCNC(=O)CC[C@H](NC1=O)C=O)nn2)NC(=O)OCc3ccccc3,WWUVWAHYMWQCIM-PMVMPFDFSA-N,no,,,,yes,IC50,"15,5",µM,"4,81",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],yes,"1,55E-05","4,81","Mandadapu, S.R.; Weerawarna, P.M.; Prior, A.M.; et al.",3C-Like Protease (SARS-CoV),yes,121831486,"Bioorg. Med. Chem. Lett., 2013, 23 (13), 3709-3712",SARS CORONAVIRUS,IC50,uM,"15,5","4,81",COVALENT,,,,no,no
1687,virtual,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc3ccccc3)\C=C\c4ccccc4,MYYPGCLXUFVQGN-FIVJMQNTSA-N,no,,,,no,,,,,,yes,"6,56E-06","5,18",0,3C-Like Protease,no,,,,,,,,COVALENT,,,,no,yes
1689,virtual,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@@H](CCC(=O)N)C#N,FIKWFNMSLXSBKM-ROQCDXFCSA-N,no,,,,no,,,,,,yes,"1,3E-06","5,89","Chuck, C.P.; Chen, C.; Ke, Z.H.; Wan, D.C.C.; Chow, H.F.; Wong, K.B.",3C-Like Protease (SARS-CoV),no,,,,,,,,COVALENT,,,,no,yes
1690,virtual,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)c3nc4ccccc4s3,KSCRVOKQPYZBHZ-IXPOFIJOSA-N,no,,,,yes,Ki (inhibition constant),"0,0041",µM,"8,39",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],yes,"4,1E-09","8,39","Konno, S.; Thanigaimalai, P.; Yamamoto, T.; et al.",3C-Like Protease (SARS-CoV),yes,121613948,"Bioorg. Med. Chem., 2013, 21 (2), 412-424",,IC50,uM,"1,7","5,77",NON COVALENT,,,,yes,yes
1691,virtual,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)COc1cccc(c1)N(C)C)C(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)c3nc4ccccc4s3,CALSXGHSUKIJHM-GCIMQLSOSA-N,no,,,,yes,Ki (inhibition constant),"0,0031",µM,"8,51",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],yes,3E-09,"8,52","Konno, S.; Thanigaimalai, P.; Yamamoto, T.; et al.",3C-Like Protease (SARS-CoV),no,,,,,,,,NON COVALENT,,,,yes,yes
1692,virtual,CC(C)(C)NC(=O)[C@H](N(C(=O)c1occc1)c2ccc(cc2)C(C)(C)C)c3cccnc3,JXGIYKRRPGCLFV-JOCHJYFZSA-N,yes,146R=6_1.5uM,"1,5","5,82",no,,,,,,yes,"1,5E-06","5,82","Chun, A.; Jacobs, J.; Zhou, Y.; et al.",3C-Like Protease (SARS-CoV),yes,121686794,"J. Med. Chem., 2013, 56 (2), 534-546",SARS CORONAVIRUS,IC50,uM,"1,5","5,82",NON COVALENT,,,,no,yes
1694,virtual,CN(C)CCCNC(=O)C(=Cc1oc(cc1)c2cccc(c2)[N+](=O)[O-])NC(=O)c3ccc(C)cc3,QFOLMPFZCVBCTJ-UHFFFAOYSA-N,no,,,,yes,IC50,"38,57",µM,"4,41",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],yes,"9,11E-06","5,04",0,3C-Like Protease (SARS-CoV),yes,121686496,"J. Med. Chem., 2013, 56 (2), 534-546",SARS CORONAVIRUS,Ki,uM,"9,1","5,04",,,,,no,yes
1695,virtual,CN(C)CCCNC(=O)C(=Cc1oc(cc1)c2ccccc2[N+](=O)[O-])NC(=O)c3ccc(C)cc3,AAVOXWIZJYSGEP-UHFFFAOYSA-N,no,,,,yes,IC50,"41,39",µM,"4,38",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],yes,"9,93E-06","5,00","Hanh Nguyen, T.T.; Ryu, H.J.; Lee, S.H.; Hwang, S.; Breton, V.; Rhee, J.H.; Kim, D.",3C-Like Protease (SARS-CoV),yes,123227342,"J. Med. Chem., 2016, 59 (14), 6595-6628",SARS CORONAVIRUS,Ki,uM,"9,93","5,00",,,,,no,yes
1696,virtual,OC(=O)c1ccc(\C=C/2\C(=O)N(N=C2c3ccccc3)c4ccc(F)cc4)cc1,ORQDYVINJXCMJR-XSFVSMFZSA-N,no,,,,no,,,,,,yes,"6,8E-06","5,17","Ramajayam, R.; Tan, K.P.; Liu, H.G.; Liang, P.H.",3C-Like Protease (SARS-CoV),no,,,,,,,,,,,,no,yes
1697,virtual,OC(=O)c1ccc(C=C2C(=O)N(N=C2c3ccccc3)c4cccc(c4)[N+](=O)[O-])cc1,YZVRXPHVOKGNEW-UHFFFAOYSA-N,no,,,,no,,,,,,yes,"8,4E-06","5,08","Ramajayam, R.; Tan, K.P.; Liu, H.G.; Liang, P.H.",3C-Like Protease (SARS-CoV),yes,20418912,"Bioorg. Med. Chem., 2010, 18 (22), 7849-7854",SARS CORONAVIRUS,IC50,uM,"8,4","5,08",,,,,no,yes
1700,virtual,[O-][N+](=O)c1ccc(CSC2=NC(=C(C#N)C(=O)N2)c3ccc(Cl)cc3)cc1,WLKIAUCQKBNLKE-UHFFFAOYSA-N,yes,140,"6,1","5,21",no,,,,,,yes,"6,1E-06","5,21","Ramajayam, R.; Tan, K.P.; Liu, H.G.; Liang, P.H.",3C-Like Protease (SARS-CoV),yes,121890112,"Eur. J. Med. Chem., 2013, 65 (), 436-447",CORONA VIRUS,IC50,uM,"6,1","5,21",,,,,no,yes
1701,virtual,CC1=CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=C(O)C(=O)C=C5[C@]4(C)CC[C@@]3(C)[C@@H]2C1)C,FLMDVQMCMIGPEK-IPTPSVHJSA-N,yes,94,"2,6","5,59",no,,,,,,no,,,,3C-Like Protease (SARS-CoV),no,,,,,,,,,,,,no,yes
1704,virtual,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)c3nccs3,NHPGFNNCMAVKMC-MLCQCVOFSA-N,no,,,,yes,Ki (inhibition constant),"2,2",µM,"5,66",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],yes,"2,2E-06","5,66","Regnier, T.; Sarma, D.; Hidaka, K.; Bacha, U.; Freire, E.; Hayashi, Y.; Kiso, Y.",3C-Like Protease (SARS-CoV),yes,13138597,"Bioorg. Med. Chem. Lett., 2009, 19 (10), 2722-2727",,Ki,uM,"2,2","5,66",COVALENT,,,,no,yes
1712,virtual,Clc1cncc(OC(=O)c2cccc3[nH]ccc23)c1,BOSZJNSICHFHMA-UHFFFAOYSA-N,yes,4_30uM,"0,03","7,52",no,,,,,,no,,,,3C-Like Protease (SARS-CoV),yes,121686491,"J. Med. Chem., 2013, 56 (2), 534-546",SARS CORONAVIRUS,IC50,nM,30,"7,52",COVALENT,,,,yes,yes
1713,virtual,Fc1cc(Cl)ccc1\C=C\C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C=O,HXAHMXYAYHWWRI-ZCTWNQIISA-N,no,,,,no,,,,,,yes,"1,7E-06","5,77","Kumar, V.; Shin, J.S.; Shie, J.J.; Ku, K.B.; Kim, C.; Go, Y.Y.; Huang, K.F.; Kim, M.; Liang, P.H.",3C-Like Protease (SARS-CoV),no,,,,,,,,COVALENT,,,,no,yes
1714,virtual,CN(C)c1ccc(\C=C\C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C=O)cc1,RQJRDCFIIZZHMK-XNUWVNOVSA-N,no,,,,no,,,,,,yes,"4,7E-06","5,33","Kumar, V.; Shin, J.S.; Shie, J.J.; Ku, K.B.; Kim, C.; Go, Y.Y.; Huang, K.F.; Kim, M.; Liang, P.H.",3C-Like Protease (SARS-CoV),no,,,,,,,,COVALENT,,,,no,yes
1716,virtual,O=C(Nc1ccccc1SC(=O)\C=C\c2ccccc2)\C=C\c3ccccc3,HIDMWJLUKALQCG-YTEMWHBBSA-N,no,,,,no,,,,,,no,,,,3C-Like Protease (SARS-CoV),yes,13157604,"Chem. Pharm. Bull., 2008, 56 (10), 1400-1405",SARS-COV,IC50,uM,"1,06","5,97",,,,,no,yes
1717,virtual,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(C)C)C(=O)NC(Cc2ccccc2)C(=O)C(F)(F)F,PDLFIYNGGUUVLF-GLMUFQRRSA-N,no,,,,yes,IC50,"4,76",µM,"5,47",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],yes,"2,9E-07","6,54","Shao, Y.M.; Yang, W.B.; Kuo, T.H.; Tsai, K.C.; Lin, C.H.; Yang, A.S.; Liang, P.H.; Wong, C.H.",3C-Like Protease (SARS-CoV),yes,121890099,"Eur. J. Med. Chem., 2013, 65 (), 436-447",CORONA VIRUS,IC50,uM,10,"5,00",COVALENT,,,,yes,yes
1718,virtual,COC(=O)[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=C(O)C(=O)C=C5[C@]4(C)CC[C@@]3(C)[C@@H]2C1)C,JFACETXYABVHFD-WXPPGMDDSA-N,yes,96,"5,5","5,26",no,,,,,,no,,,,3C-Like Protease (SARS-CoV),no,,,,,,,,,,,,no,yes
1720,virtual,Clc1cncc(OC(=O)c2cccs2)c1,PAVJYVVZIJTAHT-UHFFFAOYSA-N,no,,,,yes,IC50,"0,5",µM,"6,3",Sars Cov 3C-Like Protease [SARS coronavirus],yes,5E-07,"6,30","Jacobs, J.; Grum-Tokars, V.; Zhou, Y.; et al.",3C-Like Protease (SARS-CoV),yes,6058841,"J. Med. Chem., 2007, 50 (8), 1850-1864",HUMAN,IC50,uM,"0,5","6,30",NON COVALENT,,,,yes,yes
1721,virtual,[O-][N+](=O)c1ccc(cc1)c2oc(cc2)C(=O)Oc3cncc(Cl)c3,KVPGYJGIPXOKGJ-UHFFFAOYSA-N,no,,,,no,,,,,,yes,6E-08,"7,22","Niu, C.; Yin, J.; Zhang, J.; Vederas, J.C.; James, M.N.",3C-Like Protease (SARS-CoV),yes,6138764,"Bioorg. Med. Chem., 2008, 16 (1), 293-302",SARS CORONAVIRUS,IC50,nM,60,"7,22",COVALENT,,,,yes,yes
1725,virtual,Clc1ccc(cc1)c2oc(cc2)C(=O)Oc3cncc(Cl)c3,UICFGOSRHHZBHZ-UHFFFAOYSA-N,no,,,,no,,,,,,yes,"6,3E-08","7,20","Zhang, J.; Pettersson, H.I.; Huitema, C.; Niu, C.; Yin, J.; James, M.N.; Eltis, L.D.; Vederas, J.C.",3C-Like Protease (SARS-CoV),yes,6058867,"J. Med. Chem., 2007, 50 (8), 1850-1864",HUMAN,IC50,nM,63,"7,20",COVALENT,,,,yes,yes
1726,virtual,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC2CCCCC2)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C=O,YFUZVOLEKQFVCQ-FFXRMZKPSA-N,no,,,,no,,,,,,yes,"5,3E-08","7,28","Yang, S.; Chen, S.-J.; Hsu, M.-F.; et al.",3C-Like Protease (SARS-CoV),no,,,,,,,,,,,,yes,yes
1727,virtual,NC(=O)c1ccc2N(Cc3ccc4ccccc4c3)C(=O)C(=O)c2c1,NTNYHMJYSGPGCQ-UHFFFAOYSA-N,no,,,,no,,,,,,yes,"6,39","6,39",0,3C-Like Protease (SARS-CoV),yes,3855834,"J. Med. Chem., 2006, 49 (12), 3440-3443",ESCHERICHIA COLI,Ki,uM,0,Infinity,NON COVALENT,,,,yes,yes
1728,virtual,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC3CCCCC3)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C(=O)CO,LZRKKUAWIAVFRJ-YYWHXJBOSA-N,no,,,,yes,IC50,"0,025",µM,"7,6",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus (strain Urbani)],yes,"2,5E-08","7,60","Anticoronviral compounds and compositions, their pharmaceutical uses and materials for their synthesis",3C-Like Protease (SARS-CoV),no,,,,,,,,,,,,yes,yes
1729,virtual,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C(=O)CCl,LEYZXSWGUGFYAI-YYWHXJBOSA-N,no,,,,yes,inhibition rate,100,%,"7,28",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus (strain Urbani)],no,,,,3C-Like Protease (SARS-CoV),no,,,,,,,,,,,,yes,yes
1730,virtual,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)CO,CEMUHRBVCDSEOL-FNHZYXHNSA-N,no,,,,yes,IC50,"0,023",µM,"7,64",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus (strain Urbani)],yes,"2,3E-08","7,64","Anticoronviral compounds and compositions, their pharmaceutical uses and materials for their synthesis",3C-Like Protease (SARS-CoV),no,,,,,,,,,,,,yes,yes
1731,virtual,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CCC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)CO,OXJCELJPLVKZGO-SNRMKQJTSA-N,no,,,,yes,IC50,"0,034",µM,"7,47",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus (strain Urbani)],yes,"3,4E-08","7,47","Anticoronviral compounds and compositions, their pharmaceutical uses and materials for their synthesis",3C-Like Protease (SARS-CoV),no,,,,,,,,,,,,yes,yes
1732,virtual,COCC(=O)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)c2cc3c(OC)cccc3[nH]2,DDBOBUWAMRFUJW-SNRMKQJTSA-N,no,,,,yes,IC50,"0,051",µM,"7,29",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus (strain Urbani)],yes,"5,1E-08","7,29","Anticoronviral compounds and compositions, their pharmaceutical uses and materials for their synthesis",3C-Like Protease (SARS-CoV),no,,,,,,,,,,,,yes,yes
1733,virtual,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)COC(=O)c4ccccc4C#N,QDDDUZBEUKGROG-LQGLAIQGSA-N,no,,,,yes,IC50,"0,017",µM,"7,77",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus (strain Urbani)],yes,"1,7E-08","7,77","Anticoronviral compounds and compositions, their pharmaceutical uses and materials for their synthesis",3C-Like Protease (SARS-CoV),no,,,,,,,,,,,,yes,yes
1734,virtual,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)CO,QDIMHKWNHMVDJB-WBAXXEDZSA-N,no,,,,yes,IC50,"0,004",µM,"8,4",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus (strain Urbani)],yes,4E-09,"8,40","Anticoronviral compounds and compositions, their pharmaceutical uses and materials for their synthesis",3C-Like Protease (SARS-CoV),no,,,,,,,,,,,,yes,yes
1735,virtual,OB(O)c1cc(O)cc(c1)C(=O)O,AWFQWXHHINIGNT-UHFFFAOYSA-N,no,,,,yes,Ki (inhibition constant),"3,5",µM,"5,46",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,3C-Like Protease (SARS-CoV),yes,3620495,WO 2005/041904 A2,SARS CORONAVIRUS,Apparent inhibition constant (Ki app),uM,"3,5","5,46",,,,,no,yes
1736,virtual,OB(O)c1cccc(COC(=O)c2cc(cc(c2)[N+](=O)[O-])B(O)O)c1,MVAKMWCFLBGPRM-UHFFFAOYSA-N,no,,,,yes,Ki (inhibition constant),"18,85",µM,"4,73",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,3C-Like Protease (SARS-CoV),yes,3620469,WO 2005/041904 A2,SARS CORONAVIRUS,Apparent inhibition constant (Ki app),uM,"21,7","4,66",,,,,no,no
1737,virtual,OB(O)c1cc(cc(c1)[N+](=O)[O-])C(=O)Nc2ccc(NC(=O)c3cc(cc(c3)[N+](=O)[O-])B(O)O)cc2,JBHJLTFEEOIBFO-UHFFFAOYSA-N,no,,,,yes,Ki (inhibition constant),"0,03",µM,"7,53",3C-like proteinase (cleavage product of Replicase polyprotein 1ab) [SARS coronavirus],no,,,,3C-Like Protease (SARS-CoV),yes,3620490,WO 2005/041904 A2,SARS CORONAVIRUS,Apparent inhibition constant (Ki app),uM,"0,022","7,66",,,,,yes,yes
1738,virtual,CN(C)c1ccc(cc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)Nc3ccc(cc3Cl)[N+](=O)[O-],NBBWJEWPUKPHPZ-QFIPXVFZSA-N,no,,,,yes,Ki (inhibition constant),"0,03",µM,"7,52",Protease [SARS coronavirus],yes,3E-08,"7,52","Shie, J.-J.; Fang, J.-M.; Kuo, C.-J.; et al.",3C-Like Protease (SARS-CoV),yes,380677,"J. Med. Chem., 2005, 48 (13), 4469-4473",SARS CORONAVIRUS,IC50,uM,"0,06","7,22",COVALENT,,,,yes,yes
1739,virtual,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)C(C)C)[C@@H](C)O)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)CN2NC(=O)c3c(cccc3[N+](=O)[O-])C2=O,WLFJZNRFNKLNOW-BZKWJSMFSA-N,no,,,,no,,,,,,yes,"3,4E-06","5,47","Pettersson, H.; Vederas, J.C.",3C-Like Protease (SARS-CoV),yes,6045555,"Annu. Rep. Med. Chem., 2006, 41, 183-196",SARS-COV,IC50,uM,"3,4","5,47",,,,,no,yes
1740,virtual,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)C(C)C)[C@@H](C)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)CN3NC(=O)c4c(cccc4[N+](=O)[O-])C3=O,TYWILPQKGVLDRA-YIJKKHBBSA-N,no,,,,yes,IC50,"0,6",µM,"6,22",Sars Cov 3C-Like Protease [SARS coronavirus],yes,6E-07,"6,22","Pettersson, H.; Vederas, J.C.",3C-Like Protease (SARS-CoV),yes,6058838,"J. Med. Chem., 2007, 50 (8), 1850-1864",HUMAN,IC50,uM,"0,6","6,22",,,,,yes,yes
1741,virtual,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)C(C)C)[C@@H](C)O)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)CN2NC(=O)c3ccccc3C2=O,OJHHBYMVWJMTGA-LPMJBWJLSA-N,no,,,,no,,,,,,yes,"2,9E-06","5,54","Pettersson, H.; Vederas, J.C.",3C-Like Protease (SARS-CoV),yes,6045553,"Annu. Rep. Med. Chem., 2006, 41, 183-196",SARS-COV,IC50,uM,"2,9","5,54",,,,,no,yes
1742,virtual,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)C(C)C)[C@@H](C)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)CN3NC(=O)c4ccccc4C3=O,WVCBNUTYVOLXDN-RVLYMCFOSA-N,no,,,,no,,,,,,yes,"2,7E-06","5,57","Pettersson, H.; Vederas, J.C.",3C-Like Protease (SARS-CoV),yes,6045552,"Annu. Rep. Med. Chem., 2006, 41, 183-196",SARS-COV,IC50,uM,"2,7","5,57",,,,,no,yes
